geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state,geolocation_state_name,geolocation_region
35340,-19.706760797412404,-42.566343501179134,bom jesus do galho,MG,Minas Gerais,Southeast
35370,-20.22171500374876,-42.6491672722674,rio casca,MG,Minas Gerais,Southeast
35364,-20.520776090533634,-42.33018108866439,pedra bonita,MG,Minas Gerais,Southeast
35390,-20.458000956865988,-42.65883373196586,jequeri,MG,Minas Gerais,Southeast
35362,-20.093408600069463,-42.625691821328424,aguas ferreas,MG,Minas Gerais,Southeast
35325,-19.76039946364148,-42.07563229185732,piedade de caratinga,MG,Minas Gerais,Southeast
35359,-20.03674408443559,-42.267208285286564,vermelho novo,MG,Minas Gerais,Southeast
35328,-20.038164375074874,-42.18966969039366,santa barbara do leste,MG,Minas Gerais,Southeast
35323,-19.601638980256645,-41.96779526421467,imbe de minas,MG,Minas Gerais,Southeast
35388,-20.31672979589155,-42.60865556455682,santo antonio do grama,MG,Minas Gerais,Southeast
35301,-19.794679770167512,-42.146009015482754,caratinga,MG,Minas Gerais,Southeast
35304,-19.77262090719457,-42.13637395810503,caratinga,MG,Minas Gerais,Southeast
35382,-20.246132037806483,-42.7362136680877,piedade de ponte nova,MG,Minas Gerais,Southeast
35315,-19.70154558230734,-43.4242411282155,caratinga,MG,Minas Gerais,Southeast
35384,-20.237002273038154,-42.81376606851459,santa cruz do escalvado,MG,Minas Gerais,Southeast
35334,-19.49807347306745,-41.98093612833251,sao sebastiao do anta,MG,Minas Gerais,Southeast
35348,-19.727723887298332,-42.411424311818216,pingo-d'agua,MG,Minas Gerais,Southeast
35319,-20.089807854662567,-43.859558513056385,santa efigenia,MG,Minas Gerais,Southeast
35345,-19.834638489927453,-42.40277175304905,corrego novo,MG,Minas Gerais,Southeast
35303,-19.781320810017046,-42.151975018304036,caratinga,MG,Minas Gerais,Southeast
35354,-20.016643662174225,-42.30350421695978,vermelho velho,MG,Minas Gerais,Southeast
35358,-19.929913793332705,-42.19879331328145,santana do tabuleiro,MG,Minas Gerais,Southeast
35321,-20.241360955309634,-42.03416961842421,santo antonio do manhuacu,MG,Minas Gerais,Southeast
35395,-20.40913094146153,-42.55528403133138,grota,MG,Minas Gerais,Southeast
35470,-20.331490791144653,-44.051371518772754,moeda,MG,Minas Gerais,Southeast
35450,-20.25228171454984,-43.800499690273384,itabirito,MG,Minas Gerais,Southeast
35420,-20.374937756645455,-43.418188826611676,mariana,MG,Minas Gerais,Southeast
35400,-20.39040558078619,-43.505816230713535,ouro preto,MG,Minas Gerais,Southeast
35430,-20.41022536716159,-42.8993095333992,ponte nova,MG,Minas Gerais,Southeast
35460,-20.139633622914374,-44.176867377800285,brumadinho,MG,Minas Gerais,Southeast
35412,-20.313390125985897,-43.699486329101845,amarantina,MG,Minas Gerais,Southeast
35411,-20.292871465179406,-43.48026179436329,antonio pereira,MG,Minas Gerais,Southeast
35410,-20.338070557810298,-43.68261389581017,cachoeira do campo,MG,Minas Gerais,Southeast
35442,-20.244872155901724,-42.89708268672333,rio doce,MG,Minas Gerais,Southeast
35424,-20.39476345719793,-43.27792861411475,cachoeira do brumado,MG,Minas Gerais,Southeast
35495,-20.626144043821583,-43.94980766327549,sao bras do suacui,MG,Minas Gerais,Southeast
35494,-20.65860022691881,-44.32998705148934,desterro de entre rios,MG,Minas Gerais,Southeast
35444,-20.508567928755426,-42.80133938692772,amparo da serra,MG,Minas Gerais,Southeast
35490,-20.670324298534855,-44.06634940030844,entre rios de minas,MG,Minas Gerais,Southeast
35438,-20.36317123831604,-43.1436907688699,acaiaca,MG,Minas Gerais,Southeast
35447,-20.2834424268266,-43.0396678512218,barra longa,MG,Minas Gerais,Southeast
35488,-20.38160026722361,-44.44218380126647,itaguara,MG,Minas Gerais,Southeast
35440,-20.16340463187172,-42.968187369983085,dom silverio,MG,Minas Gerais,Southeast
35478,-20.3935608280402,-44.33833209025473,crucilandia,MG,Minas Gerais,Southeast
35436,-20.571776590293023,-43.00962662974486,guaraciaba,MG,Minas Gerais,Southeast
35428,-20.19112006803799,-43.51051303965441,santa rita durao,MG,Minas Gerais,Southeast
35473,-20.411093703446248,-44.02543648600369,belo vale,MG,Minas Gerais,Southeast
35418,-20.470616071871014,-43.51664245787023,lavras novas,MG,Minas Gerais,Southeast
35439,-20.431373301360793,-42.803806818150875,oratorios,MG,Minas Gerais,Southeast
35464,-20.142774375455716,-44.037378169239446,brumadinho,MG,Minas Gerais,Southeast
35413,-20.318173104982947,-43.93931645245611,santo antonio do leite,MG,Minas Gerais,Southeast
35421,-20.393863454081277,-43.44609536914173,passagem de mariana,MG,Minas Gerais,Southeast
35498,-20.53768599199392,-43.9830928377482,jeceaba,MG,Minas Gerais,Southeast
35480,-20.33083320088511,-44.0398602373663,bonfim,MG,Minas Gerais,Southeast
35476,-20.46680186722561,-44.35724655707506,piedade dos gerais,MG,Minas Gerais,Southeast
35429,-20.21334359818413,-43.19984080209576,claudio manuel,MG,Minas Gerais,Southeast
35423,-23.13289603182123,-50.3748050012412,bandeirantes,MG,Minas Gerais,Southeast
35435,-20.462662611500154,-42.90413473311932,vau-acu,MG,Minas Gerais,Southeast
35437,-20.48633867199591,-43.198575464436615,diogo de vasconcelos,MG,Minas Gerais,Southeast
35485,-20.421058783890246,-44.44027742749059,rio manso,MG,Minas Gerais,Southeast
35409,-20.413037313826955,-43.641127956826445,santa rita de ouro preto,MG,Minas Gerais,Southeast
35441,-20.102222311865482,-42.8412168125122,sem peixe,MG,Minas Gerais,Southeast
35426,-20.359103598261644,-43.211504951311184,furquim,MG,Minas Gerais,Southeast
35425,-20.345949121377316,-43.29742150577623,monsenhor horta,MG,Minas Gerais,Southeast
35431,-20.422130891984963,-42.91859746925551,ponte nova,MG,Minas Gerais,Southeast
35540,-20.698539111736668,-44.82674774480954,oliveira,MG,Minas Gerais,Southeast
35500,-20.140470851009184,-44.88368549165238,divinopolis,MG,Minas Gerais,Southeast
35570,-20.462288456392713,-45.43342550961002,formiga,MG,Minas Gerais,Southeast
35560,-20.087470955420027,-45.28861617996176,santo antonio do monte,MG,Minas Gerais,Southeast
35534,-20.539636931951883,-44.63638112481245,carmopolis de minas,MG,Minas Gerais,Southeast
35588,-20.288002185246174,-45.541375668426845,arcos,MG,Minas Gerais,Southeast
35519,-19.873622880712816,-44.987052445546986,nova serrana,MG,Minas Gerais,Southeast
35502,-20.130000083200528,-44.8910614449248,divinopolis,MG,Minas Gerais,Southeast
35551,-20.472853861268035,-45.054075847851315,lamounier,MG,Minas Gerais,Southeast
35501,-20.1619158808234,-44.90160202781055,divinopolis,MG,Minas Gerais,Southeast
35590,-20.02433949201126,-45.53711101921905,lagoa da prata,MG,Minas Gerais,Southeast
35526,-20.46899997724719,-44.223088138782046,piedade dos gerais,MG,Minas Gerais,Southeast
35544,-19.985197151697,-44.8541850957833,são gonçalo do pará,MG,Minas Gerais,Southeast
35582,-20.37047215912016,-45.663627568975386,pains,MG,Minas Gerais,Southeast
35532,-20.36774945129406,-44.68716103723088,monsenhor joao alexandre,MG,Minas Gerais,Southeast
35550,-20.46928731418374,-45.123459432743445,itapecerica,MG,Minas Gerais,Southeast
35585,-20.48148305823031,-45.80321729203608,pimenta,MG,Minas Gerais,Southeast
35595,-19.794341799860074,-45.68201889687068,luz,MG,Minas Gerais,Southeast
35520,-20.395416989579196,-44.338902464361354,crucilandia,MG,Minas Gerais,Southeast
35557,-20.292880535755035,-44.83809486209037,carmo do cajuru,MG,Minas Gerais,Southeast
35545,-19.987272016939677,-45.05676195514699,perdigao,MG,Minas Gerais,Southeast
35555,-20.626884207809496,-45.155724552063674,camacho,MG,Minas Gerais,Southeast
35530,-20.438748612768357,-44.764109547661604,claudio,MG,Minas Gerais,Southeast
35567,-18.477756564870845,-43.68450104951907,sao sebastiao do oeste,MG,Minas Gerais,Southeast
35504,-20.160353452457713,-44.88638710297961,divinopolis,MG,Minas Gerais,Southeast
35547,-20.55968379790145,-44.86920190758276,carmo da mata,MG,Minas Gerais,Southeast
35541,-20.768193491538717,-44.578791794666415,morro do ferro,MG,Minas Gerais,Southeast
35505,-20.099969727250247,-44.97276694298037,santo antônio dos campos,MG,Minas Gerais,Southeast
35543,-20.410377333293876,-44.97778548286268,são francisco de paula,MG,Minas Gerais,Southeast
35596,-19.924806974125943,-45.70271627532905,esteios,MG,Minas Gerais,Southeast
35536,-20.509936223710195,-44.47622760405026,piracema,MG,Minas Gerais,Southeast
35516,-19.983168845379566,-44.857161872054455,sao goncalo do para,MG,Minas Gerais,Southeast
35510,-20.18780798168914,-44.770242981347536,carmo do cajuru,MG,Minas Gerais,Southeast
35514,-20.385881233344822,-44.481288152623485,itaguara,MG,Minas Gerais,Southeast
35565,-20.259062543869174,-45.20981047713513,pedra do indaiá,MG,Minas Gerais,Southeast
35537,-20.651995372686937,-44.49246152824231,passa tempo,MG,Minas Gerais,Southeast
35503,-20.150708123491544,-44.87550629298296,divinopolis,MG,Minas Gerais,Southeast
35552,-20.432253598065262,-45.130921557633144,neolandia,MG,Minas Gerais,Southeast
35580,-20.1404995574954,-45.506276633406564,japaraíba,MG,Minas Gerais,Southeast
35521,-20.328024085389252,-44.24058950549501,bonfim,MG,Minas Gerais,Southeast
35517,-18.842656993637767,-43.24709547353383,boa vista de minas,MG,Minas Gerais,Southeast
35578,-20.449846959744075,-45.55359192760186,corrego fundo,MG,Minas Gerais,Southeast
35525,-20.26774057318805,-44.30769639011766,rio manso,MG,Minas Gerais,Southeast
35515,-19.9529254963953,-45.08320677092093,perdigao,MG,Minas Gerais,Southeast
35660,-19.853806572687756,-44.60896617968765,para de minas,MG,Minas Gerais,Southeast
35680,-20.07815590678413,-44.57615252137309,itauna,MG,Minas Gerais,Southeast
35675,-19.959620864836914,-44.337954338305366,juatuba,MG,Minas Gerais,Southeast
35681,-20.080202742189616,-44.595434810189516,itauna,MG,Minas Gerais,Southeast
35600,-19.74014045479232,-45.258611391789344,bom despacho,MG,Minas Gerais,Southeast
35606,-19.34065586139825,-45.2255112353065,martinho campos,MG,Minas Gerais,Southeast
35669,-19.446783114553902,-44.746871757867574,papagaios,MG,Minas Gerais,Southeast
35628,-18.60571391416014,-45.352791163466584,morada nova de minas,MG,Minas Gerais,Southeast
35604,-19.842306751673675,-45.412283579789005,moema,MG,Minas Gerais,Southeast
35613,-19.532003193597255,-45.78781267387939,estrela do indaia,MG,Minas Gerais,Southeast
35661,-19.8699978513841,-44.59305917629274,para de minas,MG,Minas Gerais,Southeast
35640,-19.224083554884075,-45.000091438404006,pompeu,MG,Minas Gerais,Southeast
35670,-19.99164906712579,-44.428983099884455,mateus leme,MG,Minas Gerais,Southeast
35666,-19.515363428530826,-44.676926822142136,maravilhas,MG,Minas Gerais,Southeast
35620,-19.158364274214623,-45.446896949268385,abaete,MG,Minas Gerais,Southeast
35668,-19.750341800213576,-44.897056103998494,conceicao do para,MG,Minas Gerais,Southeast
35650,-19.684057914354028,-44.8917690829729,pitangui,MG,Minas Gerais,Southeast
35607,-19.461222838615225,-45.05275573446055,ibitira,MG,Minas Gerais,Southeast
35685,-20.19929377122579,-44.42692141852904,itatiaiucu,MG,Minas Gerais,Southeast
35690,-19.889938334540666,-44.43113871415457,florestal,MG,Minas Gerais,Southeast
35625,-19.2713032855555,-45.5552614430581,quartel geral,MG,Minas Gerais,Southeast
35695,-19.95484984785134,-44.70796307817882,igaratinga,MG,Minas Gerais,Southeast
35622,-18.904434744490626,-45.53381669235556,paineiras,MG,Minas Gerais,Southeast
35672,-20.007394149382115,-44.47183833310118,azurita,MG,Minas Gerais,Southeast
35610,-19.46651813416311,-45.60031301345413,dores do indaia,MG,Minas Gerais,Southeast
35667,-19.630406517906106,-44.66061882724802,pequi,MG,Minas Gerais,Southeast
35655,-19.734882031442666,-44.80761474627487,onca de pitangui,MG,Minas Gerais,Southeast
35603,-19.94431477658284,-45.1662746988695,araújos,MG,Minas Gerais,Southeast
35694,-19.786939237604596,-44.44483572910862,sao jose da varginha,MG,Minas Gerais,Southeast
35657,-19.717601976039926,-45.02483772207438,leandro ferreira,MG,Minas Gerais,Southeast
35621,-18.781844561191576,-45.50507617482955,biquinhas,MG,Minas Gerais,Southeast
35602,-19.57386422897261,-45.304801620344925,engenho do ribeiro,MG,Minas Gerais,Southeast
35617,-19.440509360158376,-45.79375159450378,serra da saudade,MG,Minas Gerais,Southeast
35688,-20.228240239291733,-44.400777163561145,santa terezinha de minas,MG,Minas Gerais,Southeast
35698,-19.919078673746107,-44.70012328311897,antunes,MG,Minas Gerais,Southeast
35608,-19.692467882083736,-45.135662412991074,alberto isaacson,MG,Minas Gerais,Southeast
35700,-19.458110967354493,-44.24812806575352,sete lagoas,MG,Minas Gerais,Southeast
35720,-19.56139481527198,-44.07512235535137,matozinhos,MG,Minas Gerais,Southeast
35701,-19.45843447667466,-44.230747063076734,sete lagoas,MG,Minas Gerais,Southeast
35730,-19.547220777898243,-44.1314058748802,capim branco,MG,Minas Gerais,Southeast
35790,-18.762327968880044,-44.43282597611914,curvelo,MG,Minas Gerais,Southeast
35715,-19.47727029670408,-44.158009073223674,prudente de morais,MG,Minas Gerais,Southeast
35740,-19.783148905357635,-44.25470463104368,esmeraldas,MG,Minas Gerais,Southeast
35702,-19.446009847638045,-44.229331440500914,sete lagoas,MG,Minas Gerais,Southeast
35785,-19.21905087888273,-44.158220918735786,santana de pirapama,MG,Minas Gerais,Southeast
35774,-19.278740850358318,-44.40093666442837,paraopeba,MG,Minas Gerais,Southeast
35738,-19.478494089057524,-44.15817314668072,prudente de morais,MG,Minas Gerais,Southeast
35736,-19.357877286097313,-44.07063870987395,funilandia,MG,Minas Gerais,Southeast
35770,-19.30409745887857,-44.4094422534488,caetanópolis,MG,Minas Gerais,Southeast
35703,-19.433525072538465,-44.203873845752994,sete lagoas,MG,Minas Gerais,Southeast
35760,-19.56917241213887,-44.449693116680756,fortuna de minas,MG,Minas Gerais,Southeast
35707,-19.3252641945636,-43.93470608181585,são vicente,MG,Minas Gerais,Southeast
35732,-19.36780513170426,-43.961128987125576,baldim,MG,Minas Gerais,Southeast
35767,-19.23194274061155,-44.023609650860564,jequitiba,MG,Minas Gerais,Southeast
35763,-19.49244717598046,-44.388531402008674,inhauma,MG,Minas Gerais,Southeast
35780,-19.127246717192595,-44.32007816455691,cordisburgo,MG,Minas Gerais,Southeast
35794,-18.7568497600315,-44.89950777022816,felixlandia,MG,Minas Gerais,Southeast
35765,-19.524744817778352,-44.45065369080215,cachoeira da prata,MG,Minas Gerais,Southeast
35710,-19.493733099879705,-44.38680759418999,inhauma,MG,Minas Gerais,Southeast
35733,-20.36317096414911,-44.44273056694198,são vicente,MG,Minas Gerais,Southeast
35777,-19.20141099192573,-44.247248547218966,aracai,MG,Minas Gerais,Southeast
35709,-19.387426367387683,-44.056022675049554,funilandia,MG,Minas Gerais,Southeast
35796,-18.72928769145799,-44.361342985510376,inimutaba,MG,Minas Gerais,Southeast
35860,-19.02991877113074,-43.42796737041204,conceicao do mato dentro,MG,Minas Gerais,Southeast
35850,-18.813848377521918,-43.67592854028512,congonhas do norte,MG,Minas Gerais,Southeast
35815,-19.292562212643787,-43.175064505823485,sao sebastiao do rio preto,MG,Minas Gerais,Southeast
35800,-19.24772053542886,-42.96650319065416,ferros,MG,Minas Gerais,Southeast
35845,-19.656127671726246,-44.0490755821067,santana do riacho,MG,Minas Gerais,Southeast
35878,-19.086351279863255,-43.140393050850584,carmesia,MG,Minas Gerais,Southeast
35830,-19.504290005794243,-43.769903858674205,jaboticatubas,MG,Minas Gerais,Southeast
35865,-18.95864952019773,-43.25528565178073,dom joaquim,MG,Minas Gerais,Southeast
35875,-19.21919782278313,-43.38200943413069,morro do pilar,MG,Minas Gerais,Southeast
35880,-19.228268695588635,-43.25344967988431,santo antônio do rio abaixo,MG,Minas Gerais,Southeast
35894,-19.05524754807231,-42.92625944489234,dores de guanhaes,MG,Minas Gerais,Southeast
35820,-19.41658381627593,-43.32172503286757,itambe do mato dentro,MG,Minas Gerais,Southeast
35868,-18.808201970288984,-43.23471044090148,gororos,MG,Minas Gerais,Southeast
35810,-19.352513025737913,-43.1405931252156,passabem,MG,Minas Gerais,Southeast
35931,-19.836367224591708,-43.17919371943422,joao monlevade,MG,Minas Gerais,Southeast
35970,-19.935257710679902,-43.48081357039087,barao de cocais,MG,Minas Gerais,Southeast
35900,-19.630952400538618,-43.22233678919264,itabira,MG,Minas Gerais,Southeast
35902,-19.651608283232473,-43.205841362890816,itabira,MG,Minas Gerais,Southeast
35920,-19.764988243995408,-43.029864386882224,nova era,MG,Minas Gerais,Southeast
35950,-20.108847450821656,-43.06152794756934,alvinópolis,MG,Minas Gerais,Southeast
35940,-19.92886883459062,-43.16346653350947,rio piracicaba,MG,Minas Gerais,Southeast
35930,-19.814760032238127,-43.17010005633215,joao monlevade,MG,Minas Gerais,Southeast
35984,-19.838328499245982,-42.76576338832541,dionísio,MG,Minas Gerais,Southeast
35960,-19.96194144024734,-43.4106149135195,santa barbara,MG,Minas Gerais,Southeast
35901,-19.65549229199747,-43.23414338910416,itabira,MG,Minas Gerais,Southeast
35969,-20.075812374524446,-43.4073447129334,catas altas,MG,Minas Gerais,Southeast
35935,-19.79618576330972,-43.49163177540691,sao goncalo do rio abaixo,MG,Minas Gerais,Southeast
35938,-19.827973971984626,-43.090555321699455,bela vista de minas,MG,Minas Gerais,Southeast
35903,-19.65700091409691,-43.222415726362094,itabira,MG,Minas Gerais,Southeast
35986,-19.92545385106684,-42.70895677841575,sao jose do goiabal,MG,Minas Gerais,Southeast
35995,-19.87112164647255,-42.96319489203388,são domingos do prata,MG,Minas Gerais,Southeast
35905,-19.620493394655877,-43.434966751691334,ipoema,MG,Minas Gerais,Southeast
35910,-19.428249593855664,-43.44837933200773,santa maria de itabira,MG,Minas Gerais,Southeast
35955,-20.16159337477424,-43.300652944075374,fonseca,MG,Minas Gerais,Southeast
35932,-19.85020770163934,-43.17699641699952,joao monlevade,MG,Minas Gerais,Southeast
35904,-19.594472119158006,-43.198180050779015,itabira,MG,Minas Gerais,Southeast
35975,-19.85988959923245,-43.4505340933806,cocais,MG,Minas Gerais,Southeast
35908,-19.70770771675895,-43.475249717636665,bom jesus do amparo,MG,Minas Gerais,Southeast
35963,-19.96379765255795,-43.45810248787213,barra feliz,MG,Minas Gerais,Southeast
36016,-21.76804532457549,-43.35344357933376,juiz de fora,MG,Minas Gerais,Southeast
36070,-21.76596708329375,-43.33040190440252,juiz de fora,MG,Minas Gerais,Southeast
36047,-21.71929675542345,-43.35459166462314,juiz de fora,MG,Minas Gerais,Southeast
36071,-21.772902260434623,-43.31619269603936,juiz de fora,MG,Minas Gerais,Southeast
36036,-21.76095798375117,-43.36749935401476,juiz de fora,MG,Minas Gerais,Southeast
36015,-21.757257673135634,-43.35418767913037,juiz de fora,MG,Minas Gerais,Southeast
36032,-21.799207479913704,-43.357623101219566,juiz de fora,MG,Minas Gerais,Southeast
36037,-21.77193832476625,-43.38300178762999,juiz de fora,MG,Minas Gerais,Southeast
36088,-21.711812048752783,-43.43677507001687,juiz de fora,MG,Minas Gerais,Southeast
36087,-21.706553546880993,-43.42600506027772,juiz de fora,MG,Minas Gerais,Southeast
36035,-21.751132666776787,-43.365605892004886,juiz de fora,MG,Minas Gerais,Southeast
36080,-21.74239223233958,-43.37406717675543,juiz de fora,MG,Minas Gerais,Southeast
36033,-21.788010926728603,-43.36427889723183,juiz de fora,MG,Minas Gerais,Southeast
36010,-21.76439998967105,-43.34581160427039,juiz de fora,MG,Minas Gerais,Southeast
36013,-21.75793756470317,-43.34992293978067,juiz de fora,MG,Minas Gerais,Southeast
36038,-21.78434903196555,-43.38320928049292,juiz de fora,MG,Minas Gerais,Southeast
36025,-21.775254905130176,-43.354034107575515,juiz de fora,MG,Minas Gerais,Southeast
36048,-21.6890059091949,-43.34212196732281,juiz de fora,MG,Minas Gerais,Southeast
36081,-21.740526166897528,-43.38828088978565,juiz de fora,MG,Minas Gerais,Southeast
36085,-21.715488963240137,-43.40573996794301,juiz de fora,MG,Minas Gerais,Southeast
36050,-21.734454624927327,-43.348686822262415,juiz de fora,MG,Minas Gerais,Southeast
36091,-21.703812128459344,-43.469927014736655,juiz de fora,MG,Minas Gerais,Southeast
36090,-21.69267889844153,-43.43293304813801,juiz de fora,MG,Minas Gerais,Southeast
36051,-21.737713075246802,-43.344413214983454,juiz de fora,MG,Minas Gerais,Southeast
36045,-21.741526747324553,-43.35935318131435,juiz de fora,MG,Minas Gerais,Southeast
36030,-21.7894984166322,-43.34527931272825,juiz de fora,MG,Minas Gerais,Southeast
36083,-21.73698931101237,-43.40179293636128,juiz de fora,MG,Minas Gerais,Southeast
36026,-21.779045637056548,-43.348883603747524,juiz de fora,MG,Minas Gerais,Southeast
36062,-21.756312748152194,-43.338112029935026,juiz de fora,MG,Minas Gerais,Southeast
36020,-21.771570008242964,-43.33350548427312,juiz de fora,MG,Minas Gerais,Southeast
36052,-21.746979409888915,-43.34613359000078,juiz de fora,MG,Minas Gerais,Southeast
36092,-21.666335255649503,-43.43342692691498,juiz de fora,MG,Minas Gerais,Southeast
36061,-21.750655913007932,-43.33269184253291,juiz de fora,MG,Minas Gerais,Southeast
36060,-21.741688668850646,-43.33559249449324,juiz de fora,MG,Minas Gerais,Southeast
36046,-21.73195313368199,-43.35937056704801,juiz de fora,MG,Minas Gerais,Southeast
36031,-21.796845021767087,-43.34768223214288,juiz de fora,MG,Minas Gerais,Southeast
36021,-21.775219369192417,-43.34072444164519,juiz de fora,MG,Minas Gerais,Southeast
36094,-21.582146025535224,-43.48673387381458,juiz de fora,MG,Minas Gerais,Southeast
36073,-21.790212093311432,-43.30614163545225,juiz de fora,MG,Minas Gerais,Southeast
36039,-21.7932451343709,-43.398552306265955,juiz de fora,MG,Minas Gerais,Southeast
36072,-21.76967962813804,-43.29612750450683,juiz de fora,MG,Minas Gerais,Southeast
36084,-21.742570975427352,-43.410927308341634,juiz de fora,MG,Minas Gerais,Southeast
36140,-21.841732443797152,-43.80352029004611,lima duarte,MG,Minas Gerais,Southeast
36160,-21.357535439763172,-43.04815196860724,guarani,MG,Minas Gerais,Southeast
36126,-21.949206158065262,-43.41387968671577,belmiro braga,MG,Minas Gerais,Southeast
36152,-21.536422504979047,-43.20095217879417,goiana,MG,Minas Gerais,Southeast
36132,-21.95780925372356,-43.70359730096688,santa barbara do monte verde,MG,Minas Gerais,Southeast
36110,-21.67543917374274,-43.220116532743376,chacara,MG,Minas Gerais,Southeast
36180,-21.271567925586538,-43.17892242686631,rio pomba,MG,Minas Gerais,Southeast
36120,-21.87005855076114,-43.31924520104001,matias barbosa,MG,Minas Gerais,Southeast
36165,-21.36010639633366,-43.247792716067764,tabuleiro,MG,Minas Gerais,Southeast
36190,-21.197209403711916,-43.34259916367969,merces,MG,Minas Gerais,Southeast
36150,-21.475604435328187,-43.12659421969261,rio novo,MG,Minas Gerais,Southeast
36135,-22.149034369213563,-44.09440880449385,santa rita de jacutinga,MG,Minas Gerais,Southeast
36108,-21.551070403785488,-43.51210116740571,ewbank da camara,MG,Minas Gerais,Southeast
36144,-16.975562820475375,-41.42995619322306,conceicao da ibitipoca,MG,Minas Gerais,Southeast
36130,-22.085680384516962,-43.82669995802221,rio preto,MG,Minas Gerais,Southeast
36155,-21.593698960032746,-43.27374596923992,coronel pacheco,MG,Minas Gerais,Southeast
36157,-21.506683965265072,-43.32014419085243,piau,MG,Minas Gerais,Southeast
36170,-21.272854762258135,-43.02826557299197,pirauba,MG,Minas Gerais,Southeast
36123,-21.96345207172735,-43.31445287096894,simao pereira,MG,Minas Gerais,Southeast
36195,-21.29024880368898,-43.41757839139303,paiva,MG,Minas Gerais,Southeast
36185,-21.160416854167376,-43.216272309652176,silveirania,MG,Minas Gerais,Southeast
36106,-21.71402847773772,-43.608445424308265,rosario de minas,MG,Minas Gerais,Southeast
36146,-21.60874733362114,-44.08956909136488,santana do garambeu,MG,Minas Gerais,Southeast
36204,-21.208455124060702,-43.75917794829382,barbacena,MG,Minas Gerais,Southeast
36202,-21.21038107909351,-43.77906256100021,barbacena,MG,Minas Gerais,Southeast
36240,-21.459886640613856,-43.552488064490674,santos dumont,MG,Minas Gerais,Southeast
36280,-20.95008683073107,-43.803783479126615,carandai,MG,Minas Gerais,Southeast
36200,-21.227675651545024,-43.77225362539577,barbacena,MG,Minas Gerais,Southeast
36201,-21.225636757012143,-43.789038542488335,barbacena,MG,Minas Gerais,Southeast
36213,-21.109888276064485,-44.02314172990817,dores de campos,MG,Minas Gerais,Southeast
36205,-21.222215231447613,-43.75570656129273,barbacena,MG,Minas Gerais,Southeast
36212,-21.19124757786907,-43.974961269698596,barroso,MG,Minas Gerais,Southeast
36275,-21.030073158534854,-43.583301642280475,senhora dos remedios,MG,Minas Gerais,Southeast
36255,-21.34099504129516,-43.37763717726208,aracitaba,MG,Minas Gerais,Southeast
36260,-21.023139419639094,-43.41272948337939,alto rio doce,MG,Minas Gerais,Southeast
36207,-21.195439897219693,-43.65230667610291,senhora das dores,MG,Minas Gerais,Southeast
36235,-21.56274431201322,-43.91601943031522,santa rita do ibitipoca,MG,Minas Gerais,Southeast
36227,-21.469403364718286,-44.19422621503582,piedade do rio grande,MG,Minas Gerais,Southeast
36210,-21.148926512528384,-43.51364099878391,desterro do melo,MG,Minas Gerais,Southeast
36230,-21.607145357582965,-43.75713266137063,bias fortes,MG,Minas Gerais,Southeast
36270,-21.06292006093904,-43.76295699057982,ressaquinha,MG,Minas Gerais,Southeast
36272,-21.149443547778596,-43.767193356103036,alfredo vasconcelos,MG,Minas Gerais,Southeast
36220,-21.32240708748539,-43.75212178564512,antônio carlos,MG,Minas Gerais,Southeast
36290,-20.92534350398578,-43.620567588016115,capela nova,MG,Minas Gerais,Southeast
36215,-21.24464685475077,-43.55936911519097,santa bárbara do tugúrio,MG,Minas Gerais,Southeast
36265,-20.905667408132537,-43.3648100275497,cipotanea,MG,Minas Gerais,Southeast
36208,-21.300341227326722,-43.6282362013727,correia de almeida,MG,Minas Gerais,Southeast
36206,-21.262968704755167,-43.6747263659044,costas da mantiqueira,MG,Minas Gerais,Southeast
36263,-18.97774637560997,-48.26923798459092,abreus,MG,Minas Gerais,Southeast
36250,-21.339465855654158,-43.45880932878154,oliveira fortes,MG,Minas Gerais,Southeast
36225,-21.433524147700908,-43.962985498638254,ibertioga,MG,Minas Gerais,Southeast
36243,-21.515056432916694,-43.61804762410479,dores do paraibuna,MG,Minas Gerais,Southeast
36345,-20.918837088045514,-44.06839073133941,lagoa dourada,MG,Minas Gerais,Southeast
36305,-21.131349532352893,-44.23694124069314,sao joao del rei,MG,Minas Gerais,Southeast
36302,-21.10556404698118,-44.22859597546072,sao joao del rei,MG,Minas Gerais,Southeast
36301,-21.12324301379236,-44.25029878512024,sao joao del rei,MG,Minas Gerais,Southeast
36350,-20.913945117512238,-44.51189977211429,sao tiago,MG,Minas Gerais,Southeast
36307,-21.13913220509845,-44.25662223108768,são joão del rei,MG,Minas Gerais,Southeast
36300,-21.134738055962202,-44.26237967787388,sao joao del rei,MG,Minas Gerais,Southeast
36303,-21.10902363542872,-44.23333138515132,sao joao del rei,MG,Minas Gerais,Southeast
36360,-21.129348743694607,-44.47606998248756,conceicao da barra de minas,MG,Minas Gerais,Southeast
36340,-20.91897187153571,-44.2394049582837,resende costa,MG,Minas Gerais,Southeast
36325,-21.11012566489478,-44.17422924657657,tiradentes,MG,Minas Gerais,Southeast
36309,-21.145739698944887,-44.276919686170196,sao joao del rei,MG,Minas Gerais,Southeast
36330,-21.024168869916124,-44.22240430566029,coronel xavier chaves,MG,Minas Gerais,Southeast
